-2,-4,-2,-2,8,3,11,-9
2,5,3,2,12,5,-1,5
0,-1,2,4,14,1,-5,-2
-2,1,-1,-2,3,-1,8,-2
-2,1,-2,-3,-4,-18,-6,1
-3,-1,-3,-3,-12,0,17,-5
0,-4,-2,-1,-11,-2,-5,5
-4,-4,0,-1,-7,2,-1,-1
0,-1,-4,-4,13,10,5,-3
-3,2,4,6,2,-1,-11,-8
0,0,-4,0,-2,-3,-2,3
-4,-5,-6,-5,-1,-8,-14,-1
-2,0,0,-4,-39,-1,31,-1
1,2,1,9,62,11,-8,-5
1,-4,1,5,43,2,-4,19
0,4,4,-3,-32,-4,-6,-2
-2,2,-2,-2,-5,-3,-2,-1
-2,-4,-5,-5,-38,-23,-18,-7
-3,-6,-3,-2,4,0,12,-7
3,3,2,8,34,13,2,2
-1,-1,-1,-1,16,3,4,3
2,4,1,-2,-7,-1,12,0
-1,3,2,4,-2,-1,-13,-3
-2,2,-2,-8,-56,-9,-5,0
-2,-7,-9,-10,-29,-7,-4,-2
-1,-1,0,6,79,12,7,0
-2,0,0,1,-7,0,-2,-2
0,3,3,3,4,-2,-11,-6
0,-1,0,-2,-18,-12,-6,-5
0,-4,-3,-3,-23,7,17,12
-2,-2,-2,-5,7,7,1,-4
2,4,3,0,-13,-10,3,-3
0,1,0,-2,-8,5,-11,5
-1,-2,1,6,38,4,-2,-4
-5,-6,-3,1,9,2,8,-1
-2,-1,-1,-2,-1,-4,-7,-8
2,1,-1,-1,-7,-7,-6,5
-1,1,1,1,-1,7,-15,9
0,1,0,-4,-23,-7,1,-2
-1,-9,-7,-7,33,2,13,3
-3,2,2,1,4,5,-10,-9
-3,-4,-2,0,-27,1,-9,-11
-1,-4,-5,-6,-13,-13,6,4
5,8,4,0,-10,2,-28,2
1,1,5,7,28,-1,-3,4
-4,-9,-9,-9,-24,6,18,-1
-2,-2,-1,1,-7,-10,-9,-5
1,5,1,-3,-19,-5,12,-9
1,-3,-2,4,15,0,-1,14
-2,0,0,0,3,-10,-18,-5
0,0,1,3,8,15,8,3
-4,-3,-1,-2,-22,-12,-4,-4
-2,-4,-2,-1,13,9,9,-4
1,4,4,5,-17,6,2,1
-5,-2,-5,-6,-4,-3,17,-15
0,-3,-3,-1,14,0,-10,20
0,-1,2,2,7,10,-4,1
-4,-3,-2,-10,-23,-14,2,-3
3,9,7,8,35,2,-2,4
-5,-6,-4,-1,-17,-9,-2,-11
-1,-5,-2,2,7,6,-1,-1
1,-5,-5,-7,4,5,7,-2
0,4,3,1,-25,-2,9,-1
-3,0,-1,-2,-5,-10,-16,-4
-1,1,0,0,12,-2,23,4
3,2,2,1,-8,1,-21,2
0,-3,-4,-8,-25,-6,-12,0
-3,-7,-4,1,5,7,18,-1
-4,-3,-4,1,27,-1,-17,-4
0,1,2,-3,-9,-3,-15,3
-1,-3,-3,-1,10,-2,8,2
3,3,3,1,-6,1,-1,-7
0,0,-2,-3,-38,-9,5,-6
2,-5,-2,12,80,8,17,21
-5,-1,1,-3,-16,6,-25,-5
-1,0,0,-5,4,1,2,3
-4,-4,2,2,-21,15,1,-5
2,7,5,6,8,2,0,-11
4,2,-1,-1,-5,-6,2,0
-6,-9,-5,5,22,4,2,-4
-4,-2,-2,-4,4,5,-9,-4
-2,-3,-4,-9,-51,-8,-16,4
1,2,2,1,22,13,25,0
3,3,5,5,23,-4,-9,0
0,-1,-3,-5,-8,-17,-13,-1
-4,-5,-3,-2,-22,-5,15,-4
-2,-1,-3,-3,17,-9,-20,-22
-1,-7,-5,-5,-58,14,17,25
1,3,2,4,17,4,13,0
-3,0,0,-1,-18,-8,-6,-7
2,1,0,-2,-3,-10,-9,4
-1,1,0,0,9,6,3,-7
0,0,0,0,-10,-8,6,1
-1,-2,-5,-9,-3,-1,-6,-7
-2,1,0,0,-1,5,3,1
-4,-4,1,3,7,-3,2,-5
1,1,1,1,21,-3,-12,7
-2,1,0,-2,-10,2,6,-7
-4,-6,-5,-5,-1,-7,-5,5
2,3,-1,-2,-22,8,7,-1
-1,-1,-2,1,24,3,9,-2
-4,-6,-4,-1,1,1,-9,-7
4,1,3,2,-21,3,9,9
0,-1,0,-1,10,-1,-3,-4
-4,-6,-4,-2,-4,-9,-11,-9
-3,2,3,4,10,4,-10,-21
1,-4,-4,-3,-12,-8,-2,23
-1,1,-3,-7,-5,-13,12,0
-4,1,-4,-4,0,8,-7,-6
1,0,1,-1,-9,-11,-2,0
-1,0,0,-1,-6,14,-6,-5
-2,-5,-7,-5,20,-5,6,-3
0,0,4,9,9,5,12,2
0,2,1,-1,-15,-16,-13,5
-2,0,2,3,-4,-3,-8,-4
-4,-7,-10,-11,-25,-4,0,1
2,5,2,-2,2,-7,-9,-2
-5,-6,-7,-4,1,-2,2,2
-2,-4,-3,0,-1,-5,13,-2
1,2,5,4,17,-8,-31,0
-2,-1,-2,-8,-21,-4,20,0
-2,-4,-2,1,-1,7,34,3
0,-2,-6,-5,4,1,-28,4
2,5,2,4,6,3,-13,-4
1,0,1,4,1,6,-18,-5
1,3,1,-6,-38,-5,2,-1
-4,-8,-4,1,49,3,13,9
2,3,4,2,-18,2,-4,4
3,0,0,-2,17,-2,14,2
1,4,0,-3,-5,-4,-16,-3
-4,-4,-5,-6,-40,-11,-8,-11
5,2,3,7,52,4,-5,1
-5,-1,-1,-1,-9,-2,2,-3
0,-4,-1,0,9,5,11,1
0,6,3,-1,2,2,-10,-2
-2,-4,-3,-4,-12,-6,-1,1
-4,-3,-4,-6,-32,-1,12,-4
0,2,0,2,25,1,-18,4
-3,-6,-2,-1,0,3,35,-3
-4,3,4,3,10,10,-1,-9
3,2,1,1,-23,-5,-18,-1
2,-5,-4,-3,-11,-9,8,-11
0,0,1,3,44,-3,-6,14
-3,2,0,3,-5,-10,-1,2
-2,-4,-5,-6,-13,-13,-5,1
0,-1,2,2,-5,7,-3,-1
1,4,5,4,-3,0,11,-7
0,-2,-2,-2,-3,-9,5,-2
-2,-2,-2,0,16,1,-11,4
-3,-2,-3,-5,-34,-1,7,-3
-2,2,-1,-2,-5,-2,-9,-7
1,0,-2,0,16,9,9,1
0,-1,1,-3,-21,0,0,-1
-2,-2,-3,0,42,-6,-2,9
-2,-4,-2,2,-2,3,7,-7
-3,-5,-4,-3,-31,-8,-1,-2
2,3,0,-10,-37,-1,-16,-3
3,2,2,11,71,8,-9,5
-2,-6,-5,-3,-4,2,8,-18
4,6,5,2,27,6,-8,19
-2,-6,-4,1,1,3,19,10
-3,-2,2,2,-6,10,-4,4
3,4,1,1,-10,-10,-13,-10
-3,-10,-7,-5,-7,4,-11,-8
1,5,2,2,-5,-10,-1,-2
-3,-3,-2,-1,35,2,5,3
-2,1,1,-2,-12,9,-6,-5
-2,-3,-4,-6,-24,-9,7,-7
0,-3,-2,1,15,1,-10,5
2,1,-3,-1,-1,2,-1,-5
-3,-4,-5,-6,1,4,-10,0
-2,2,5,2,-19,-2,1,1
0,-1,-2,-2,54,-3,-1,-2
-2,-2,1,-1,-25,1,7,0
-1,-5,-3,-7,-16,-5,-17,9
-2,0,-2,-7,-30,-6,-2,-3
-2,-4,-3,-3,14,-3,1,-21
0,-1,0,-3,-28,-7,6,14
-4,-3,-2,3,8,9,5,5
3,6,3,2,-1,1,-2,-3
-3,-5,-4,-6,-17,-4,-11,2
-2,-4,-3,-8,-17,-19,5,-5
0,-1,-3,3,-19,-2,9,-5
-1,0,-3,5,51,0,-2,0
-4,-5,-2,3,6,14,-2,-5
4,9,3,-3,-23,-4,-9,-1
3,2,1,1,36,6,15,4
-4,-4,-2,1,-12,-7,11,-1
-1,1,3,6,0,-1,-7,4
-2,-9,-10,-5,2,0,-4,-1
-2,5,1,-4,-34,-15,-10,-12
3,2,1,3,7,-10,13,18
-2,-2,-1,-8,-35,-13,-9,-1
-1,-4,-3,-3,9,9,10,1
-1,-1,-2,-2,11,-9,-6,-1
-1,-1,2,2,-12,4,-1,-7
4,2,1,4,-1,-7,-1,4
0,2,3,-3,-2,0,-14,-2
0,1,1,4,4,0,2,1
-3,-11,-7,3,33,18,0,-2
-2,-1,-5,-4,17,8,10,1
-1,0,0,-1,-1,-1,10,-4
2,3,3,0,-1,3,-19,4
-2,1,3,3,-1,5,-3,0
-5,-9,-4,6,18,15,16,-5
0,4,3,7,16,1,-8,-2
3,3,3,1,-13,-2,12,7
-1,3,0,-9,-7,-10,-15,-3
-4,-7,-4,-1,9,15,11,-1
4,6,1,-8,-27,-17,-9,0
2,-2,1,9,3,-9,11,5
4,6,2,-4,11,2,8,-1
-3,-1,0,3,-8,-13,-5,-1
-2,-2,-3,-2,-9,7,-8,-3
-4,-4,-5,-3,32,6,3,-11
0,-1,-1,-2,-4,-6,-3,19
5,2,-1,-5,-16,-15,-10,1
-6,-5,-2,-1,-6,-4,-4,-6
-4,-5,-7,-12,-40,-10,4,0
0,2,1,2,34,16,-34,-11
-1,3,3,1,-21,7,-2,-1
-5,-6,-2,8,43,10,-7,-7
-2,-1,-3,-9,-13,5,7,1
-3,-10,-7,-1,-9,3,-9,-11
1,2,-1,-9,-7,-20,-9,0
5,11,7,5,7,4,-18,1
-2,-5,-2,-3,-27,-9,-4,-15
1,-2,3,3,10,7,9,12
2,2,-4,-8,-6,4,5,3
-3,-5,-6,-2,6,10,9,-8
0,2,4,3,28,2,-8,6
0,5,4,4,-14,-7,10,-9
-4,-8,-4,3,-4,2,-1,-4
-1,-3,-1,-6,-26,-5,6,8
1,5,3,1,10,3,1,-2
-1,-2,2,1,18,-6,-10,-5
0,3,2,-2,-8,-1,20,0
-3,-4,-3,2,6,0,13,-1
-4,-5,-3,1,-19,0,-4,1
-3,-1,-6,-12,-37,-16,-21,-3
0,2,4,5,22,14,-22,-1
3,2,4,4,-7,-15,-8,-2
-4,-7,-11,-18,-20,-2,5,-1
