1,4,8,-4,-8,-3,-3,-1
1,1,0,-6,-10,-5,-3,-1
0,-2,-3,5,2,0,-1,0
1,1,9,16,2,-5,0,0
-1,-3,-6,4,-1,-2,-3,-2
-2,-4,-4,-4,9,5,0,-1
3,6,4,-7,-15,-13,-3,0
-5,-8,-2,14,25,17,3,-2
-1,1,6,-13,-9,-9,-5,-2
3,0,-6,-6,-18,-21,-4,-3
-4,-8,-8,17,38,50,9,1
-1,2,0,-2,2,-6,0,0
2,3,4,-20,-24,-23,-2,0
-7,-11,-11,5,12,9,-6,-5
3,4,4,-12,-22,-7,0,0
-3,-3,-4,0,4,0,-2,-3
1,1,0,6,-5,-8,-1,0
-1,-1,4,16,6,3,0,-2
2,0,-10,-9,-9,-11,-4,-3
-2,-2,5,13,20,11,6,1
-1,1,-2,-7,-7,-5,2,0
0,3,1,-19,-8,14,-1,2
2,4,8,22,14,-3,0,2
-3,-5,-13,-22,-35,-18,-9,-3
0,-1,-1,-1,6,9,1,0
3,1,4,-3,-11,-8,1,-1
-2,-5,-12,-3,-7,-5,-6,-2
-2,-4,-9,-20,-5,-1,-6,-3
-2,-4,-2,-14,-1,-5,-2,0
-2,1,1,12,-8,-6,0,-1
0,4,5,-24,-18,-23,-1,0
-2,-6,-15,3,-3,-1,-5,-4
0,1,11,33,27,24,5,1
0,3,6,5,27,11,3,2
3,1,1,-10,-11,-3,0,-1
1,2,2,3,-8,-3,2,0
-1,-1,-4,-1,-3,-4,0,0
1,-1,-6,-4,-15,-19,-5,-2
-5,-2,6,12,12,8,2,-1
2,5,12,15,22,4,4,2
-2,-1,-3,-8,-19,-13,-9,-2
-2,0,1,-3,5,3,-2,-2
1,1,1,4,0,11,9,1
0,-4,-6,-9,-21,-17,-5,-1
-2,-2,2,15,30,19,4,0
-3,-2,5,12,5,17,0,0
4,4,-5,-43,-15,-14,-3,0
3,3,9,36,24,8,2,1
-1,-2,0,-3,-15,-3,-2,-1
-2,-4,-4,1,-7,2,-1,-1
-2,2,5,-2,2,1,-1,0
-1,2,0,-14,-9,-6,4,2
3,-2,1,5,-11,-4,-1,-3
-2,0,-4,-24,23,9,4,1
2,0,-3,10,-26,-17,-6,-1
-5,-4,1,-3,6,14,-1,-1
1,4,1,12,-6,0,-2,0
2,-1,-2,-7,-13,-15,0,1
-3,-4,0,9,19,18,1,-1
-3,-1,-4,-1,-10,-12,-6,-3
-1,-3,-4,-33,-20,-16,0,-2
0,0,8,31,28,23,4,0
-2,-4,-7,-7,0,-6,-4,0
0,-2,-1,3,3,7,-2,-1
-1,0,-5,4,-10,-11,-2,-1
2,3,-5,-39,-19,-34,1,-1
-2,-2,12,44,28,19,0,-2
-2,-2,4,1,-3,6,-2,-4
-1,-1,-6,-8,-8,-9,-7,-1
-2,-3,-4,0,-3,-6,-4,-1
3,4,5,5,-2,-15,2,1
2,-1,-4,-12,4,0,-3,0
-3,0,3,8,1,6,1,-2
-1,4,4,8,-5,-3,-2,0
-2,-7,-22,-33,-14,-9,-3,-3
0,-2,-6,-3,4,0,-2,1
3,2,11,17,22,17,6,3
-4,-3,-4,12,-6,-1,-4,-2
0,-1,-1,-16,-19,-14,-3,1
-4,-3,1,2,3,14,1,-1
-3,-3,-10,-22,-1,-6,-2,-1
-4,-2,7,11,-3,-4,-2,-2
2,0,-1,-11,-16,-17,-4,0
6,5,-2,-2,-24,-25,-3,0
-9,-9,-6,-9,7,16,-2,-6
0,-1,-9,-13,-13,-13,-4,-2
-3,-2,-2,-5,-4,3,-2,-1
-1,1,4,-4,-8,-12,-2,0
1,2,3,-5,8,-1,1,1
0,-1,-3,33,2,6,-4,-1
0,0,4,-20,12,20,6,1
-1,-5,-4,3,6,-1,-3,-1
2,1,-2,10,-8,-10,0,2
-2,-6,-6,-9,7,5,1,-2
-3,4,12,12,6,2,-2,0
-3,-1,-2,1,2,4,3,-2
5,9,7,12,3,-2,0,4
-4,-2,4,-1,12,14,1,0
-4,-4,10,26,21,14,0,-1
-3,-5,-8,-9,1,-2,-1,-1
3,2,-7,-11,-18,-18,-6,-1
-1,-1,-1,-11,2,11,2,1
-1,-1,3,27,-1,3,1,0
0,5,13,0,12,9,4,0
0,0,1,-34,3,-3,2,1
4,0,-6,35,6,2,5,3
-5,-7,-11,-9,-3,8,-2,-5
1,2,3,6,-15,-3,-1,-1
-6,-3,7,12,13,14,1,0
-1,-1,-9,-45,-19,-20,-9,0
-4,-4,-2,3,18,15,4,-1
0,-3,-7,-3,0,6,2,-2
1,1,0,-9,-10,-9,-2,-1
-6,-6,2,1,1,11,-1,-4
