10,30,73,16,10,-60,21,-10
-20,-37,-54,-1,19,4,-47,44
-12,-9,33,-6,-27,-28,18,-105
0,0,3,-27,-39,11,11,-9
21,-10,-52,-1,-6,5,68,16
3,33,-42,-8,28,26,-39,-17
18,36,36,41,41,6,-71,57
28,0,14,10,-43,-18,2,8
-16,7,12,-3,-1,-60,-60,-1
17,22,43,0,3,49,75,30
-1,-5,30,21,42,12,-8,40
7,20,-8,-17,-19,-26,-38,-57
-36,-33,-91,-7,-20,-51,102,96
44,-31,-15,-10,-16,62,76,72
23,25,-6,3,9,19,-45,-1
3,-5,27,44,63,25,-1,1
-22,-18,-30,-31,-39,-78,-77,-36
-12,-5,-2,-40,-45,-84,0,-67
-22,-50,-128,-32,-21,57,113,-15
27,23,0,20,55,29,-28,22
36,19,124,42,58,59,17,-5
0,-16,18,-3,-46,-46,-109,9
-17,-44,-62,-37,-53,-1,34,35
-21,-53,-81,-18,-14,1,22,-6
-9,35,108,27,53,49,-69,-26
3,26,73,29,37,0,-52,-19
-38,-2,-1,-6,-25,-57,12,13
3,0,44,-45,-74,-15,57,-36
-29,-41,-81,-30,-34,42,91,1
25,28,-22,1,35,13,-12,22
-7,1,61,50,49,-8,-36,-40
9,7,63,5,-31,-52,-15,24
-22,-13,-66,-31,-68,-105,-128,-93
-4,15,-28,-2,70,71,100,10
43,14,37,35,52,-35,93,-13
19,8,-70,20,33,40,-64,32
13,20,65,-11,2,-5,16,-4
4,16,22,-32,-85,-84,-45,-61
4,-21,-30,-21,-48,-18,-128,105
39,-2,-21,-5,46,-51,-74,-97
22,0,37,62,109,101,89,-13
-17,21,18,9,19,38,-18,-20
44,33,7,-24,-40,-48,-26,-38
-61,-75,-96,-59,-79,-61,-11,-16
11,22,59,-22,-36,15,-32,1
12,-4,63,28,21,-22,-8,11
16,20,-30,-7,-39,-18,-19,-128
-22,-51,-30,6,30,37,1,9
8,17,50,-18,-87,2,22,-8
-41,-39,-98,-8,36,-61,-62,-35
-30,-22,-46,-16,71,78,-12,17
33,46,61,70,114,96,85,73
-42,18,56,46,68,-13,-109,-4
55,-16,89,-2,-65,-32,90,-8
-10,-24,-23,-38,-74,-40,-102,22
-41,7,-44,-39,-71,-31,77,-3
30,-4,-6,0,-28,-6,18,-5
-32,-2,-32,-19,-26,-7,47,1
-44,-22,-5,-5,10,-35,0,27
53,18,53,9,27,35,33,-16
18,5,-20,27,34,2,16,4
3,-36,-35,-15,-5,22,-79,-19
20,8,74,13,21,2,53,21
-41,4,8,-8,-42,-47,-78,8
6,-5,-9,-30,-50,-33,26,17
13,-30,-22,-7,36,77,69,65
-17,0,-45,19,19,23,85,48
17,42,54,-1,-6,-5,4,12
11,-13,13,-13,-22,-23,-71,-17
-1,20,-7,-10,-57,-31,-76,-82
-32,-31,-45,-7,58,22,35,-7
-22,0,7,45,29,10,60,-8
25,66,77,12,48,26,10,-19
-15,-3,-7,21,0,-14,-31,40
-5,8,-25,-39,-45,-19,-33,-38
18,-4,5,-10,-5,-21,-74,-43
33,-20,-56,-7,-18,4,-40,-30
-42,23,-1,6,5,30,73,-7
15,-27,20,7,7,5,-54,17
-10,21,83,0,-18,-15,-16,72
-12,-65,-128,-36,-38,-13,-88,2
11,0,-44,-2,49,19,98,56
12,10,28,16,8,8,51,-26
-12,-23,-2,9,-13,33,48,21
9,17,0,19,51,-25,-20,31
-18,9,69,10,-23,-49,-33,-32
48,15,-6,-4,-28,33,88,12
-22,-51,-64,-20,-29,-17,-15,-61
-12,-8,-22,4,46,42,95,0
31,18,28,2,15,-9,-128,6
-62,-20,67,13,-12,-32,-53,-26
67,39,29,-30,-18,1,4,3
-37,-10,8,-5,-32,-22,-18,-30
-9,-6,-13,-3,4,-56,-31,7
22,-20,-26,-8,-26,60,-9,-8
-29,-3,-17,-7,59,-12,29,-40
-11,19,-14,26,18,28,86,55
28,20,65,-11,-10,-25,7,31
-26,17,42,-23,-85,-10,-67,12
9,4,50,7,2,-33,-96,0
10,-20,-83,-19,28,40,54,-17
6,41,72,40,26,38,74,-15
-27,-21,-4,8,15,-68,-59,54
21,-2,-30,-18,-24,51,102,103
2,29,15,-10,-34,-48,-71,0
-8,-3,-91,-17,-27,-25,-32,4
8,58,71,-2,-31,54,11,-28
-8,-32,15,14,14,-128,-128,-17
26,-1,76,33,70,110,127,27
-62,3,11,11,15,42,-11,19
37,60,62,10,7,-73,-51,-22
-44,-11,-16,-22,-70,-44,-24,-83
-26,-65,-92,-61,-21,27,-30,54
9,53,71,32,14,-5,-38,35
-4,50,-89,13,33,22,41,15
-21,38,29,-18,-5,-4,-13,-34
3,-39,-9,-12,-78,-51,-6,-5
13,-32,-72,-26,-16,1,-71,-52
