65,0,1,-7,41,-14,-122,34
60,-14,-10,-28,-19,-8,-37,20
11,9,4,26,53,11,-125,16
35,1,0,-11,-73,11,123,-1
66,-11,-9,12,49,12,10,87
-101,2,-1,-19,-9,2,72,-63
16,4,8,30,45,1,-79,85
111,9,-4,-38,21,-3,14,84
-128,2,4,5,-112,-7,75,38
124,4,-1,3,41,7,21,32
40,-2,-1,-33,-27,8,37,19
-42,-6,-3,14,47,-3,-40,36
121,3,-3,11,78,21,-45,37
-7,18,8,-10,-59,4,59,-67
75,-11,-4,24,24,36,-36,27
-65,3,2,-1,-14,-14,-110,-55
36,5,1,-25,-21,-44,-3,-32
-11,8,15,47,10,48,104,64
57,-6,-13,-34,3,-28,25,27
40,-1,1,10,-20,23,-93,-31
-112,-3,-1,-9,10,-6,-67,-42
20,-17,-8,-30,-5,-49,-69,-25
18,5,-4,-4,19,1,-108,24
-58,-3,-4,-24,-37,0,61,-33
33,-6,0,26,45,17,4,34
35,-3,-8,11,24,-16,-42,34
-113,0,9,-4,46,11,-14,-128
56,1,-4,2,-27,2,4,-31
23,-10,-3,-17,3,-19,-73,27
9,10,5,5,39,13,-128,-113
-18,3,-4,-13,-29,-34,13,-75
22,1,1,2,22,-24,-6,-39
-22,0,3,4,-44,5,122,6
56,-15,-16,-15,2,44,54,76
40,12,3,20,-37,-12,-25,-54
-83,-3,-3,-11,-11,-16,-11,25
-23,-1,-4,-31,-38,-13,-104,-57
4,-6,-3,-2,-21,-19,64,-4
-37,-4,-1,-15,-17,8,68,70
66,12,6,-9,-17,21,-58,56
-4,2,-5,35,-2,-2,-70,-15
-54,1,-3,-18,-73,-10,44,-23
55,-2,-2,10,5,-2,46,36
-9,-9,-5,-2,8,-11,-70,65
-76,3,0,-32,-2,-22,97,59
59,-1,-2,8,31,20,-10,-50
-53,-6,3,24,4,-2,-87,-15
24,4,2,20,4,20,80,19
127,2,-9,-22,-50,23,-1,-14
-128,-10,5,-12,12,-8,-99,-89
10,-4,-4,-27,-76,-23,-25,19
24,-13,-6,-6,55,-11,-3,10
74,7,3,78,-12,-4,-89,26
-33,-11,-2,-34,1,16,39,6
91,9,2,43,-17,-22,-70,-59
-39,-4,-1,-11,-38,2,51,-84
25,-5,-2,-15,4,3,-42,43
-19,7,3,2,-30,-27,37,-27
65,-5,-12,-11,-33,11,-12,25
-33,-9,-2,1,43,7,24,-29
-75,2,6,13,26,-16,89,-116
19,3,-1,-2,-4,8,-55,127
-2,3,-2,-33,-28,-13,49,0
127,2,-4,27,-15,10,97,85
2,-14,-4,-25,36,14,-77,-6
-73,2,2,-4,-30,11,51,-56
-91,-4,-2,26,35,20,2,29
49,-5,-8,-20,-21,-31,-88,6
19,3,-3,-25,-34,27,70,87
-19,1,3,60,43,12,66,-7
-13,-3,-1,-34,16,28,99,55
-117,9,8,9,43,4,-117,-54
44,2,-4,-20,11,8,56,59
110,-13,-14,-12,-35,-10,-70,57
-58,1,1,-26,38,-1,44,-69
66,1,2,29,-27,-6,-6,58
-61,-6,-6,-26,-35,-7,-32,-20
0,0,4,8,53,-29,84,20
73,-6,-6,-10,12,22,-11,21
25,0,-8,-10,-8,-4,-82,-42
5,-10,1,17,1,-26,37,-18
36,3,4,28,37,11,-24,61
-8,4,1,-24,-37,-10,-14,21
-117,-10,0,23,27,25,51,-104
101,0,-3,5,-10,-5,-4,-6
-29,5,0,-27,-32,-3,-24,-23
17,-10,-8,11,19,-27,14,-14
52,1,0,-11,-90,11,-35,80
-17,4,1,10,19,7,7,-85
52,2,0,-26,-66,-29,7,-3
-94,-7,4,45,101,2,-57,24
25,-12,-6,-31,-58,-17,-16,54
-77,2,3,7,-23,1,35,-37
-11,5,2,-13,-10,-4,-69,-82
29,-2,-2,-1,-1,14,-11,17
9,-3,4,30,56,6,102,8
42,2,-1,4,6,2,-119,51
8,-7,-9,-19,-59,-36,14,87
-65,3,-2,-7,-24,2,11,-35
29,3,2,-33,-35,-2,36,46
-21,11,10,63,1,9,-31,-64
-20,-3,2,33,62,23,28,-2
36,-2,-2,-39,-23,-4,-27,9
-10,0,0,45,1,-21,18,-40
76,-7,-9,-25,0,10,-39,68
-27,-1,5,3,74,22,-25,-58
101,-3,-1,2,-33,-7,95,-6
11,7,3,-15,-12,-29,15,-59
24,-12,-7,-4,31,19,9,24
-38,-6,-1,6,0,5,92,-8
-29,-1,-4,11,23,-12,-105,8
51,3,-1,-9,-18,-15,-5,-2
-77,-4,5,-14,-32,21,15,-77
17,-7,-4,14,-5,-4,-1,3
-21,1,-1,7,-10,-16,-14,-3
72,-6,-9,10,21,16,-19,98
60,11,-2,-5,18,-15,16,39
-97,-18,-6,-41,-12,4,9,-40
47,5,2,19,-19,8,35,8
-35,-10,-3,-8,7,12,14,-57
41,-1,1,-15,87,-22,-101,46
-50,6,-1,22,-30,-16,-46,-24
35,-1,-1,1,-19,-16,-13,91
-57,9,7,-12,-24,41,46,-119
-8,-4,-4,-11,-8,-22,-26,16
32,12,3,-21,-6,-17,-15,5
-22,0,4,34,-16,-8,-68,6
-4,-7,1,18,56,-3,-23,52
-128,-7,-1,-38,-52,-27,-21,-79
127,8,-4,-3,-63,11,-110,91
-92,-1,-2,2,-31,-1,-12,-79
-94,-5,0,-15,-21,-15,-15,22
8,-10,-5,-30,-6,22,104,22
-14,-1,-3,-15,-72,-25,-60,50
19,-10,-2,13,91,33,-34,24
31,4,0,-6,-3,-8,84,3
-76,6,4,2,-66,-5,18,-26
48,-11,-8,-8,24,3,-6,-15
42,3,3,-3,59,8,43,7
16,6,-3,5,-9,-3,-112,-9
-44,-5,1,16,-21,2,77,46
10,-2,-2,-10,4,-10,22,-2
64,0,-2,26,-2,-1,-7,56
62,-2,-7,-36,-16,-9,-21,32
72,-3,0,8,8,23,81,61
5,4,-2,-3,6,0,25,-2
-82,-3,-1,-16,-70,-22,-63,-24
-20,4,4,-11,-11,20,53,-23
23,0,0,9,-40,-28,-10,-22
7,-10,-5,-6,52,35,-12,-29
18,5,3,-7,-8,10,-49,-1
-100,3,-2,-21,-12,-27,-27,-5
24,11,8,42,-17,-27,-128,-64
74,-6,-8,-33,-76,26,93,32
-3,-6,-2,21,6,-16,-14,-19
15,4,0,-11,26,19,-111,-63
-74,-7,-7,-8,-24,-22,33,23
-54,-6,-3,4,-2,-18,-128,16
-41,-6,-2,-43,-1,15,81,-5
79,4,0,50,70,11,70,20
-112,6,6,-10,1,37,-5,-18
127,9,1,59,7,-8,14,31
-79,-9,-6,-15,-18,28,13,-18
44,0,-8,-18,-52,-8,4,71
17,-2,1,-9,-7,-13,-125,-17
19,4,0,-7,50,12,32,83
106,2,-3,-8,-23,-16,-28,-65
-13,-5,1,29,-12,-4,11,61
-2,-1,-3,-13,-2,1,14,-69
-83,5,0,-4,-34,3,-53,6
-54,8,3,5,27,0,-29,-21
66,4,-1,-11,-5,-6,18,-28
127,-4,-5,12,42,62,78,88
-18,-14,-2,-11,-3,-9,-52,-41
-98,4,7,-7,2,-12,-51,-70
-30,-11,-8,-10,3,-5,-11,-10
118,2,-4,-10,-11,-21,-19,124
29,-1,1,26,89,-2,51,49
19,0,2,21,-17,-9,-58,57
-87,1,7,4,12,0,44,-12
-55,-3,-2,2,57,-2,-59,-53
18,-2,0,5,0,4,72,51
0,-9,-5,-7,48,-5,27,-14
-58,-5,0,7,12,12,33,-47
46,5,-4,1,-43,4,-46,21
35,-5,-3,-14,-8,17,-39,-13
-20,2,-4,-11,-36,-18,21,36
48,1,0,6,26,2,-14,38
50,9,1,-11,-24,6,11,10
-72,-2,4,-6,11,-18,-9,-82
89,3,-1,4,-29,-3,81,-2
21,-4,-8,-16,-12,-40,-72,9
-111,-12,1,-8,27,5,-11,-84
46,5,6,31,32,13,56,49
21,-2,-1,6,-4,-12,-61,38
57,2,0,-16,-20,-19,-118,22
45,-10,-3,17,84,7,64,24
26,10,-2,-30,-70,-20,-47,-13
59,-17,-5,-19,19,5,30,19
-62,-2,1,8,-51,-3,1,-50
30,0,1,12,39,13,-62,76
